source,target
Marius - 3D printing,Nervous_Jessica - Big 3D printers Long quote
Marius - 3D printing,Nervous_Jessica - Design process
Marius - 3D printing,Nervous_Jessica - Marker 2
Marius - 3D printing,LIA - 3DPrintingProcess
Marius - Becoming mid-career,Bruce - Suffocated by the old
Marius - Becoming mid-career,Golan - Kyle
Marius - Becoming mid-career,Maeda - passing the baton
Marius - Becoming mid-career,Marcus - new tricks
Marius - Becoming mid-career,Zach - work with Golan
Marius - Becoming mid-career,Zach - working with golan 2
Marius - parameter space,Bruce - Gardening 1
Marius - parameter space,Golan - woah2
Marius - parameter space,Golan - would be boring
Marius - parameter space,Marcus - lego bricks
Marius - parameter space,Nervous_Jesse - understanding to control 4
Marius - parameter space,Shantell - luck
Marius - parameter space,Shantell - Sharing creates luck
Marius - parameter space,Shiffman - There's an element of surprise
Marius - keeping the door open,Jen - immersion in data
Marius - keeping the door open,Jen - intuitive spelunking
Marius - keeping the door open,Jen - Guesswork
Marius - keeping the door open,Marcus - emergence
Marius - keeping the door open,Marcus - Sims
Marius - artificial creativity,Bruce - Anthropomorphism
Marius - artificial creativity,Greg - AI 1
Marius - artificial creativity,Greg - AI 2
Marius - artificial creativity,Kevin - collaboration with machines
Marius - artificial creativity,Kyle_MC - Debug screen
Marius - artificial creativity,Kyle_MC - new aesthetic 2
Marius - artificial creativity,Kyle_MC - uncanny
Marius - artificial creativity,Shiffman - genetics short 2
Marius - artificial creativity,Shiffman - Carl Sims
Marius - artificial creativity,Shiffman - evolution
Marius - artificial creativity,Vera - Digital life forms
Marius - new tools change perception,Greg - object oriented ontology 1
Marius - new tools change perception,Greg - Object Oriented Ontology 2
Marius - new tools change perception,Kevin - algo culture 2
Martin - Revelation,Binx - actually interesting
Martin - Inflation not that interesting,Binx - maps
Martin - Inflation not that interesting,Binx - meaningful shape1
Martin - Inflation not that interesting,Binx - making a map
Martin - Inflation not that interesting,Fernanda - seeing patterns 1
Martin - Inflation not that interesting,Fernanda - seeing patterns 2
Martin - Inflation not that interesting,Fernanda - Wind visualization 2
Martin - Inflation not that interesting,Fernanda - defense of complexity 2
Martin - Inflation not that interesting,Fernanda - social network hairballs
Martin - Inflation not that interesting,Fernanda - Google plus 2
Martin - Inflation not that interesting,Fernanda - Replaying the moment of discovery
Martin - Inflation not that interesting,Fernanda - non numerical visualization
Martin - Inflation not that interesting,Fernanda - what do we mean by data
Martin - Inflation not that interesting,Fernanda - what is data
Martin - Inflation not that interesting,Fernanda - Data questions
Martin - Inflation not that interesting,Golan - open data
Martin - Inflation not that interesting,Jen - data crystal ball 3
Martin - Inflation not that interesting,Jen - a gravity to the work
Martin - Inflation not that interesting,Jer - Pattern
Martin - Inflation not that interesting,Karsten - database
Martin - data revleation,Andres - modeling complex systems
Martin - data revleation,Fernanda - seeing patterns 1
Martin - data revleation,Fernanda - seeing patterns 2
Martin - data revleation,Fernanda - Wind visualization 1
Martin - data revleation,Fernanda - Wind visualization 2
Martin - data revleation,Jen - Predicting weather
Martin - data revleation,Shiffman - a mystical quality
Martin - data revleation,Shiffman - how far could we get?
Martin - data revleation,Theo - inspired by nature
Martin - birds eye view,Andres - soft systems 2
Martin - birds eye view,Bruce - Age of the universe, really weird
Martin - birds eye view,Fernanda - Wind visualization 1
Martin - birds eye view,Fernanda - zooming in
Martin - birds eye view,Joel - scale of universe
Martin - birds eye view,Shiffman - a mystical quality
Martin - birds eye view,Shiffman - how far could we get?
Martin - birds eye view,Theo - inspired by nature
Martin - birds eye view,Joel - scaleofUniverse
Martin - baby names,Fernanda - quantified self
Martin - baby names,Jen - personal archive 1
Martin - baby names,Kyle_CH - Twitter archive
Martin - baby names,Kyle_MC - Keytweeter 1
Martin - baby names,Lauren - computer self 1
Martin - baby names,Lauren - computer self 2
Martin - baby names,Lauren - data ownership 2
Martin - Zooming is critical,Andres - soft systems 2
Martin - Zooming is critical,Andres - modeling complex systems
Martin - Zooming is critical,Fernanda - seeing patterns 1
Martin - Zooming is critical,Fernanda - seeing patterns 2
Martin - Zooming is critical,Fernanda - Wind visualization 1
Martin - Zooming is critical,Fernanda - Wind visualization 2
Martin - Zooming is critical,Jen - Predicting weather
Martin - Zooming is critical,Jer - Pattern
Martin - Seeing the whole 1,Andres - modeling complex systems
Martin - Seeing the whole 1,Binx - frustrated about visualization
Martin - Seeing the whole 1,Fernanda - seeing patterns 2
Martin - Seeing the whole 1,Fernanda - Wind visualization 2
Martin - Seeing the whole 1,Fernanda - visualized data doesn't seem complex
Martin - Seeing the whole 1,Fernanda - social network hairballs
Martin - Seeing the whole 1,Fernanda - Google plus 2
Martin - Seeing the whole 1,Fernanda - Googe plus 2
Martin - Seeing the whole 1,Fernanda - zooming in
Martin - Seeing the whole 1,Jen - Predicting weather
Martin - Seeing the whole 1,Jen - data crystal ball 3
Martin - Seeing the whole 1,Jer - data visualization
Martin - Seeing the whole 1,Jer - take advantage of this thing we can do
Martin - Seeing the whole 1,Jer - reading the complexity
Martin - Seeing the whole 1,Karolina - Ocean as metaphor
Martin - Seeing the whole 1,LIA - PatternsIntheBrain
Martin - seeing the whole 2,Binx - frustrated about visualization
Martin - seeing the whole 2,Casey - Scale 1
Martin - seeing the whole 2,Fernanda - seeing patterns 1
Martin - seeing the whole 2,Fernanda - seeing patterns 2
Martin - seeing the whole 2,Fernanda - Wind visualization 2
Martin - seeing the whole 2,Fernanda - visualized data doesn't seem complex
Martin - seeing the whole 2,Fernanda - social network hairballs
Martin - seeing the whole 2,Fernanda - zooming in
Martin - seeing the whole 2,Fernanda - Replaying the moment of discovery
Martin - seeing the whole 2,Jer - data visualization
Martin - seeing the whole 2,Jer - take advantage of this thing we can do
Martin - seeing the whole 2,Jer - reading the complexity
Martin - seeing the whole 2,Joel - scale of universe
Martin - seeing the whole 2,Karolina - Ocean as metaphor
Martin - seeing the whole 2,Joel - scaleofUniverse
Martin - seeing the whole 2,LIA - LTree
Martin - seeing the whole 2,LIA - PatternsIntheBrain
Martin - limits of computation,Aaron - Mini-Artificial Intelligences
Martin - limits of computation,Bruce - machines don't think 1
Martin - limits of computation,Bruce - machines don't think 2
Martin - limits of computation,Greg - AI 2
Martin - limits of computation,Kevin - algo culture 1
Martin - limits of computation,Kevin - invented as opposed to discovered 1
Martin - limits of computation,Kevin - invented as opposed to discovered 2
Martin - limits of computation,Kevin - machines crash
Martin - limits of computation,Kevin - autonomous machines crash
Martin - limits of computation,Kevin - algo trading 4
Martin - limits of computation,Kevin - algo stories 3
Martin - limits of computation,Kevin - cognition vs computation 1
Martin - limits of computation,Kevin - cognition vs computation 2
Martin - limits of computation,Kevin - crash and burn
Martin - limits of computation,Lauren - sentiment anaylsis
Martin - limits of computation,Nervous_Jesse - Time in the universe
Martin - limits of computation,Joel - Bicycles1
Martin - seeing thought 1,Bruce - machines don't think 1
Martin - seeing thought 1,Bruce - machines don't think 2
Martin - seeing thought 1,Karsten - code as way of knowing
Martin - seeing thought 1,Ramsey - a hundred million
Martin - seeing thought 1,Ramsey - thinking previously unthinkable thoughts
Martin - seeing thought 2,Karsten - code as way of knowing
Martin - seeing thought 2,Ramsey - thinking previously unthinkable thoughts
Martin - what the world is thinking,Aaron - dreaming together
Martin - what the world is thinking,Aaron - networked creativity
Martin - what the world is thinking,Bruce - Everted Cyberspace
Martin - what the world is thinking,Bruce - networks vs robots
Martin - what the world is thinking,Bruce - relating to history through networks
Martin - what the world is thinking,Bruce - creative agglomeration short
Martin - what the world is thinking,Fernanda - What people are thinking
Martin - what the world is thinking,Kevin - Networked intelligence
Martin - what the world is thinking,Kevin - Getting smarter together
Martin - what the world is thinking,Marius - Predicting the internet
Martin - what the world is thinking,Philip - in touch all the time
Martin - what the world is thinking,Ramsey - the internet 1
Martin - what the world is thinking,Ramsey - distributed model
Martin - what the world is thinking,Golan - Network1
Martin - what the world is thinking,Golan - Network2
Martin - ubiquitous connectivity,Aaron - exciting time
Martin - ubiquitous connectivity,Aaron - global communication
Martin - ubiquitous connectivity,Aaron - global interactions
Martin - ubiquitous connectivity,Aaron - different ways of communicating
Martin - ubiquitous connectivity,Bruce - Textual technologies
Martin - ubiquitous connectivity,Fernanda - had to explain that the web was social
Martin - ubiquitous connectivity,Fernanda - What people are thinking
Martin - ubiquitous connectivity,Kyle_CH - coral reefs
Martin - ubiquitous connectivity,Lauren - Social reality circa 2013
Martin - ubiquitous connectivity,Lauren - how we communicate
Martin - ubiquitous connectivity,Lauren - how we communicate, shorter
Martin - ubiquitous connectivity,Lauren - breaking down barriers
Martin - spread ideas,Aaron - global communication
Martin - spread ideas,Aaron - global interactions
Martin - spread ideas,Aaron - different ways of communicating
Martin - spread ideas,Bruce - relating to history through networks
Martin - spread ideas,Elliot_UK - Ideaspace
Martin - spread ideas,Fernanda - What people are thinking
Martin - spread ideas,Kevin - Networked intelligence
Martin - spread ideas,Kevin - Getting smarter together
Martin - spread ideas,Lauren - Social reality circa 2013
Martin - spread ideas,Lauren - breaking down barriers
Martin - spread ideas,Ramsey - cloud 1
Martin - Are we getting smarter?,Aaron - dreaming together
Martin - Are we getting smarter?,Aaron - networked creativity
Martin - Are we getting smarter?,Aaron - collaboration
Martin - Are we getting smarter?,Bruce - Everted Cyberspace
Martin - Are we getting smarter?,Bruce - networks vs robots
Martin - Are we getting smarter?,Bruce - relating to history through networks
Martin - Are we getting smarter?,Bruce - creative agglomeration short
Martin - Are we getting smarter?,Fernanda - What people are thinking
Martin - Are we getting smarter?,Karsten - DarkNet
Martin - Are we getting smarter?,Kevin - Networked intelligence
Martin - Are we getting smarter?,Kevin - Getting smarter together
Martin - Are we getting smarter?,Lauren - Social reality circa 2013
Martin - Are we getting smarter?,Marius - Predicting the internet
Martin - Are we getting smarter?,Ramsey - biology and the internet
Martin - Are we getting smarter?,Ramsey - the internet 1
Martin - Are we getting smarter?,Ramsey - distributed model
Martin - Are we getting smarter?,Regine - twitter, future
Martin - Are we getting smarter?,Golan - Network1
Martin - Are we getting smarter?,Golan - Network2
Martin - Are we getting smarter 2,Aaron - dreaming together
Martin - Are we getting smarter 2,Aaron - networked creativity
